1510555674,50,527,50,619,50,11783,53,49
1510555979,50,598,50,503,50,11789,53,49
1510556280,50,631,50,612,50,11788,53,49
1510556579,50,568,50,477,50,11760,53,49
1510556880,50,472,50,460,50,11765,53,49
1510557179,50,443,50,668,50,11769,53,49
1510557480,50,490,50,832,50,11786,53,49
1510557781,50,538,50,703,50,11762,53,49
1510558080,50,505,50,600,50,11742,53,49
1510558379,50,320,50,1407,50,11712,53,49
1510558681,49,704,50,819,50,11698,53,49
1510558981,49,705,50,1476,50,11691,53,49
1510559283,49,711,50,789,50,11681,53,49
1510559582,49,387,49,780,49,11687,53,49
1510559944,49,619,49,1638,49,11786,53,49
1510560182,49,575,50,786,49,11783,53,49
1510560480,49,834,49,1950,49,11484,53,49
1510560781,49,584,50,1034,50,11394,53,49
1510561083,49,529,49,1722,49,11431,53,49
1510561381,49,550,49,2083,49,11410,53,49
1510561681,49,434,49,1672,49,11447,53,49
1510561981,49,649,49,2070,49,11310,53,49
1510562280,49,630,49,1896,49,11292,53,49
1510562580,49,306,49,1534,49,11267,53,49
1510562880,49,493,49,1430,49,11242,53,49
1510563182,49,445,49,1971,49,11232,53,49
1510563485,49,492,49,1836,49,11232,53,49
1510563779,49,760,49,780,49,11222,53,49
1510564080,49,349,49,2100,49,11145,53,49
1510564379,49,472,49,1600,49,11109,53,49
1510564681,49,451,49,1596,49,11102,53,49
1510564979,49,449,49,2165,49,11175,53,49
1510565282,49,706,49,1011,49,11352,53,49
1510565582,49,487,49,1050,49,11375,53,49
1510565880,49,502,49,509,49,11376,53,49
1510566179,49,650,49,1467,49,11366,53,49
1510566483,49,275,49,1331,49,11605,53,49
1510566779,49,476,49,987,49,11635,53,49
1510567081,49,553,49,828,49,11625,53,49
1510567379,49,529,49,898,49,11595,53,49
1510567679,49,445,49,692,49,11533,53,49
1510567979,49,1498,49,918,49,11501,53,49
1510568280,49,520,49,728,49,11542,53,49
1510568579,49,172,49,190,49,11466,53,49
1510568879,49,991,49,485,49,11467,53,49
1510569180,49,734,49,680,49,11451,53,49
1510569479,49,604,49,850,49,11191,53,49
1510569781,50,675,50,1887,50,11154,53,49
1510570079,50,1068,50,273,50,10968,53,49
1510570379,50,563,50,417,50,10898,53,49
1510570681,50,547,50,452,50,10769,53,49
1510570980,50,793,50,1251,50,10614,53,49
1510571282,50,656,50,1085,50,10585,53,49
1510571579,50,1384,50,1566,50,10423,53,49
1510571881,50,493,50,572,50,10420,53,49
1510572180,50,502,50,581,50,10394,53,49
1510572482,50,417,50,1427,50,10397,53,49
1510572782,50,296,50,1499,50,10393,53,49
1510573079,50,453,50,744,50,10394,53,49
1510573380,50,643,50,713,50,10389,53,49
1510573680,50,1424,50,2077,50,10606,53,49
1510573980,50,658,50,2112,50,10730,53,49
1510574281,50,707,50,2085,50,10792,53,49
1510574581,50,543,50,2095,50,10818,53,49
1510574880,50,659,50,1985,50,10868,53,49
1510575180,50,529,50,2047,50,10887,53,49
1510575481,50,574,50,2072,50,10940,53,49
1510575780,50,413,50,2044,50,10947,53,49
1510576082,50,355,50,2317,50,10948,53,49
1510576380,50,1064,51,1901,51,11004,53,49
1510576681,50,319,51,1746,50,11028,53,49
1510576982,50,345,51,1260,51,10998,53,49
1510577280,50,478,50,2023,50,10741,52,49
1510577581,50,545,50,1127,50,10616,52,49
1510577880,50,533,50,1246,50,10626,52,49
1510578180,50,203,50,1231,50,10616,52,49
1510578480,50,500,50,1245,50,10649,52,49
1510578780,50,724,50,1342,50,10732,52,49
1510579080,50,956,50,1449,50,10924,52,49
1510579382,50,367,50,1187,50,10922,52,49
1510579681,50,559,50,1920,50,10915,52,49
1510579980,50,356,50,1171,50,10854,52,49
1510580280,50,513,50,1998,50,10687,52,49
1510580582,50,249,50,2035,50,10645,52,49
1510580882,50,373,50,1383,50,10617,52,49
1510581182,50,357,50,1709,50,10620,52,49
1510581481,50,412,50,1498,50,10590,52,49
