1510555676,34,42833,34,26967,34,5007051,36,33
1510555982,34,40046,34,24791,34,5023151,36,33
1510556283,33,28733,33,33743,33,5243892,36,33
1510556581,33,49936,33,31601,33,5256864,36,33
1510556881,33,46736,33,29467,33,5252237,36,33
1510557182,33,45366,33,48364,33,5256076,36,33
1510557482,33,55911,33,49419,33,5270470,36,33
1510557783,33,15247,33,39229,33,5304298,36,33
1510558083,33,28953,33,44401,33,5297668,36,33
1510558382,33,20411,33,43457,33,5290691,36,33
1510558683,33,67925,33,25690,33,5329577,36,33
1510558983,33,58122,34,14248,33,5339217,36,33
1510559284,33,70473,33,17396,33,5313366,36,33
1510559584,34,76361,34,29569,34,5313284,36,33
1510559945,33,72673,33,22840,33,5319760,36,33
1510560186,33,59925,34,16137,34,5332023,36,33
1510560483,33,60450,34,17179,33,5288573,36,33
1510560783,33,53252,33,53785,33,5281371,36,33
1510561085,33,36343,33,144968,33,5349931,36,33
1510561382,33,29854,33,161720,33,5361675,36,33
1510561682,33,37812,33,144931,33,5309312,36,33
1510561984,33,34090,33,31008,33,5297362,36,33
1510562282,33,37777,33,30527,33,5242651,36,33
1510562583,33,41543,33,157244,33,5142889,36,33
1510562883,33,38479,33,24339,33,5121256,36,33
1510563185,33,44960,33,60250,33,5117242,36,33
1510563488,33,29011,33,68399,33,5117019,36,33
1510563782,33,33868,33,71652,33,5113202,36,33
1510564082,33,31559,33,84827,33,5103100,36,33
1510564380,33,31299,33,34217,33,5093035,36,33
1510564683,33,44614,33,46930,33,5088863,36,33
1510564982,33,33509,33,174865,33,5116968,36,33
1510565284,33,30182,33,46176,33,5144669,36,33
1510565584,33,39890,33,29965,33,5105768,36,33
1510565883,33,23158,33,35067,33,5115460,36,33
1510566180,33,23005,33,50294,33,5139306,36,33
1510566484,33,14560,33,40235,33,5302521,36,32
1510566781,33,23759,33,42534,33,5296328,36,32
1510567085,33,17695,33,32911,33,5309968,36,32
1510567382,33,25101,33,65372,33,5358351,36,32
1510567680,33,27785,33,28458,33,5374394,36,32
1510567981,33,21159,33,37539,33,5410421,36,32
1510568282,33,59334,33,21270,33,5403250,36,32
1510568582,-14,-1,-14,-1,-14,-1,-14,-14
1510568880,33,71350,33,52536,33,5394930,36,32
1510569181,33,104477,33,39365,33,5411300,36,32
1510569481,33,56702,33,39184,33,5452738,36,32
1510569783,33,27198,33,24362,33,5473178,36,32
1510570082,33,22683,33,16150,33,5509688,36,32
1510570381,33,34483,33,20715,33,5512159,36,32
1510570683,33,26083,33,159862,33,5523781,36,32
1510570984,33,30003,33,159372,33,5515245,36,32
1510571287,33,20866,33,155189,33,5515739,36,32
1510571581,33,27198,33,21953,33,5630241,36,32
1510571883,33,26679,33,14461,33,5645767,36,32
